state_name,district_name_raw,district_name_clean,lgd_district_code,year,fluoride_avg,ph_avg,hardness_avg,contamination_index,num_stations,match_confidence
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2016,0.8351515151515151,7.906363636363637,563.7878787878788,3,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2017,0.8260000000000001,7.507666666666666,493.0,2,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2018,0.8065789473684211,7.494736842105263,630.6578947368421,2,73,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2011,1.5677777777777777,7.684814814814815,500.1111111111111,3,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2012,1.1500000000000001,7.932068965517241,314.63801180302147,1,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2013,1.0153488372093025,8.215581395348837,316.0,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2014,1.0746428571428572,8.047719298245614,381.9298245614035,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2015,1.0938461538461537,7.367179487179487,603.3333333333334,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2016,0.9848148148148148,8.084074074074074,502.77777777777777,3,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2017,0.7773076923076924,7.7192307692307685,450.0,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2018,0.9036,7.3832,551.4,2,93,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2011,0.646764705882353,7.163529411764706,514.5588235294117,2,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2012,0.5790322580645161,7.585483870967742,314.63801180302147,1,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2013,0.5816666666666667,8.014047619047618,300.0,2,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2014,0.6254098360655738,8.030819672131148,301.8032786885246,2,85,100.0
