state_name,district_name_raw,district_name_clean,lgd_district_code,year,arsenic_avg,fluoride_avg,iron_avg,nitrate_avg,tds_avg,ph_avg,hardness_avg,contamination_index,num_stations,match_confidence
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2011,,,,,,,,0,35,91.30434782608695
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2012,,,,,,,,0,35,91.30434782608695
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2013,,,,,,,,0,35,91.30434782608695
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2014,,,,,,,,0,35,91.30434782608695
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2015,,,,,,,,0,35,91.30434782608695
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2016,,0.272258064516129,0.3803225806451613,4.806451612903226,355.3225806451613,7.885483870967741,200.68950322580645,1,35,91.30434782608695
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2017,,,,,,,,0,35,91.30434782608695
ANDAMAN & NICOBAR,NORTH & MIDDLE ANDAMAN,North And Middle Andaman,632.0,2018,0.0,0.8222222222222223,0.4880555555555556,11.552777777777777,310.6376666666667,8.089444444444446,189.72222222222223,0,35,91.30434782608695
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2011,,0.18615384615384614,0.06494117647058824,2.5,,7.778787878787878,198.93939393939394,0,74,96.29629629629629
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2012,,0.1465,0.2852,8.066666666666666,,8.205714285714285,200.0,0,74,96.29629629629629
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2013,,0.345,0.856896551724138,6.330943396226416,,7.95593220338983,187.88135593220338,0,74,96.29629629629629
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2014,,,,,,,,0,74,96.29629629629629
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2015,,,,,,,,0,74,96.29629629629629
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2016,,0.28818181818181815,0.7254545454545455,4.454545454545454,372.8,7.829090909090909,190.09818545454544,0,74,96.29629629629629
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2017,,,,,,,,0,74,96.29629629629629
ANDAMAN & NICOBAR,SOUTH ANDAMAN,South Andamans,602.0,2018,0.0,0.5654545454545454,0.48629090909090905,2.5203636363636366,310.4984309090909,8.128181818181819,163.9090909090909,0,74,96.29629629629629
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2011,,1.3154166666666667,,131.125,,7.857083333333333,344.7083333333333,2,70,81.81818181818183
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2012,,1.4045833333333333,,112.6086956521739,,7.72,,1,70,81.81818181818183
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2013,,1.4609677419354838,,89.11935483870967,,7.952500000000001,332.09375,2,70,81.81818181818183
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2014,,1.1176666666666668,,154.63333333333333,,7.775666666666667,432.0,2,70,81.81818181818183
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2015,,1.1385185185185185,0.08043478260869566,127.61111111111111,,7.4292592592592595,504.55555555555554,2,70,81.81818181818183
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2016,,1.1153333333333333,,261.6333333333333,1554.2666666666667,7.749666666666667,513.8333333333334,3,70,81.81818181818183
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2017,,1.0204347826086957,,150.43478260869566,,7.519130434782609,537.3913043478261,2,70,81.81818181818183
ANDHRA PRADESH,ANANTAPUR,Ananthapuramu,502.0,2018,,1.2516216216216216,0.0,151.7891891891892,0.0,7.752162162162162,572.027027027027,2,70,81.81818181818183
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2011,,0.6,,64.34782608695652,,7.586521739130435,340.3478260869565,2,84,100.0
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2012,,0.5894117647058823,,50.06060606060606,,7.312647058823529,,1,84,100.0
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2013,,0.62,,39.64875,,7.937916666666666,302.9166666666667,1,84,100.0
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2014,,0.535483870967742,,30.0,,7.680645161290323,402.258064516129,1,84,100.0
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2015,,0.5175,0.38250000000000006,24.4,,7.2325,382.1875,1,84,100.0
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2016,,0.7445833333333334,,81.35416666666667,1046.9791666666667,7.587083333333333,465.3125,3,84,100.0
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2017,,0.5856666666666667,,31.433333333333334,,7.555000000000001,499.3333333333333,1,84,100.0
ANDHRA PRADESH,CHITTOOR,Chittoor,503.0,2018,,0.6871875,0.0,25.3,0.0,7.708125,432.8125,1,84,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2011,,0.4551428571428571,,24.345882352941175,,7.756285714285715,337.0285714285714,1,130,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2012,,0.3983333333333334,,23.74074074074074,,7.765,,0,130,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2013,,0.31181818181818177,,37.323076923076925,,8.066181818181818,301.3636363636364,1,130,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2014,,0.3572222222222222,,48.34719298245614,,8.138275862068966,298.4736842105263,2,130,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2015,,0.243030303030303,0.5296,42.621212121212125,,7.8933333333333335,353.72727272727275,1,130,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2016,,0.3829411764705883,,33.22549019607843,828.5784313725491,7.895196078431372,331.8872549019608,2,130,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2017,,0.5310294117647059,,32.21779411764706,,7.969705882352942,427.27941176470586,1,130,100.0
ANDHRA PRADESH,EAST GODAVARI,East Godavari,505.0,2018,,0.5358536585365853,0.0,33.953658536585365,0.0,7.629512195121952,464.1463414634146,1,130,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2011,,0.6941025641025641,,187.89743589743588,,7.774102564102564,467.9230769230769,2,116,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2012,,0.6823809523809524,,133.4390243902439,,7.907619047619048,,1,116,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2013,,0.7015151515151515,,135.578125,,7.998030303030303,446.969696969697,2,116,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2014,,0.6926923076923077,,115.43294871794872,,7.875641025641025,417.11538461538464,2,116,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2015,,0.7098305084745763,0.17383333333333334,103.85932203389831,,8.039152542372882,478.3050847457627,2,116,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2016,,0.7920253164556962,,88.53164556962025,1429.7215189873418,7.86948717948718,401.5189873417722,3,116,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2017,,0.8816666666666667,,117.25,,7.584027777777777,580.4861111111111,2,116,100.0
ANDHRA PRADESH,GUNTUR,Guntur,506.0,2018,,0.827294117647059,0.0,98.91035294117646,0.0,7.548235294117648,615.9411764705883,2,116,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2011,,0.37625,,72.83333333333333,,7.840833333333333,428.2916666666667,2,88,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2012,,0.5383333333333333,,46.041666666666664,,7.80875,,1,88,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2013,,0.4518181818181818,,37.68181818181818,,8.244318181818182,401.1136363636364,1,88,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2014,,0.5077049180327868,,51.44098360655738,,7.857868852459016,451.88524590163934,2,88,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2015,,0.499795918367347,0.2383333333333333,39.42448979591837,,7.969591836734693,506.734693877551,1,88,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2016,,0.7203076923076923,,47.276923076923076,1683.6461538461538,8.011538461538462,529.4230769230769,3,88,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2017,,0.7032727272727273,,41.63636363636363,,7.704909090909091,588.3636363636364,1,88,100.0
ANDHRA PRADESH,KRISHNA,Krishna,510.0,2018,,0.7430508474576272,0.0,38.40338983050848,0.0,7.527627118644068,622.2881355932203,1,88,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2011,,1.034,,90.51578947368421,,7.7735,390.0,2,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2012,,0.9954545454545454,,148.57142857142858,,7.805000000000001,,1,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2013,,0.946086956521739,,57.87565217391304,,7.979565217391304,439.4782608695652,2,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2014,,0.8163636363636364,,128.9690909090909,,7.919090909090909,438.4848484848485,2,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2015,,0.86,0.5145161290322581,171.86129032258063,,7.314375,663.28125,2,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2016,,0.8351515151515151,,115.45454545454545,1830.5757575757575,7.906363636363637,563.7878787878788,3,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2017,,0.8260000000000001,,89.71000000000001,,7.507666666666666,493.0,2,73,100.0
ANDHRA PRADESH,KURNOOL,Kurnool,511.0,2018,,0.8065789473684211,0.0,119.42631578947368,0.0,7.494736842105263,630.6578947368421,2,73,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2011,,1.5677777777777777,,144.4814814814815,,7.684814814814815,500.1111111111111,3,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2012,,1.1500000000000001,,107.83103448275861,,7.932068965517241,,1,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2013,,1.0153488372093025,,142.18372093023254,,8.215581395348837,316.0,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2014,,1.0746428571428572,,115.02142857142857,,8.047719298245614,381.9298245614035,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2015,,1.0938461538461537,0.7164102564102565,100.85384615384616,,7.367179487179487,603.3333333333334,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2016,,0.9848148148148148,,73.62962962962963,1843.2592592592594,8.084074074074074,502.77777777777777,3,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2017,,0.7773076923076924,,91.11538461538461,,7.7192307692307685,450.0,2,93,100.0
ANDHRA PRADESH,PRAKASAM,Prakasam,517.0,2018,,0.9036,0.0,69.4688,0.0,7.3832,551.4,2,93,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2011,,0.646764705882353,,77.97058823529412,,7.163529411764706,514.5588235294117,2,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2012,,0.5790322580645161,,77.16129032258064,,7.585483870967742,,1,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2013,,0.5816666666666667,,55.71928571428572,,8.014047619047618,300.0,2,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2014,,0.6254098360655738,,51.895737704918034,,8.030819672131148,301.8032786885246,2,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2015,,0.7417647058823529,0.4829411764705882,36.03529411764706,,7.661470588235295,704.5588235294117,1,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2016,,0.52,,44.5,980.625,7.845,279.1666666666667,2,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2017,,0.528,,60.25,,7.445,323.0,2,85,100.0
ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,Sri Potti Sriramulu Nellore,515.0,2018,,0.5428000000000001,0.0,36.635999999999996,0.0,7.441599999999999,443.4,1,85,100.0
ANDHRA PRADESH,SRIKAKULAM,Srikakulam,519.0,2011,,0.376,,62.84,,7.726,378.88,2,71,100.0
