country,state_name,state_code,district_name,district_code,department type,department,csir_spent_inr_crores,year,csir_spent_usd_millions
India,Bihar,10,Muzaffarpur,208,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.01,2019,0.0012048192771084338
India,Bihar,10,Muzaffarpur,208,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2019,0.0
India,Bihar,10,Muzaffarpur,208,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.33,2019,0.03975903614457832
India,Bihar,10,Muzaffarpur,208,Aspirational,Heritage Art And Culture,0.0,2019,0.0
India,Bihar,10,Muzaffarpur,208,Aspirational,Others,0.0,2019,0.0
India,Bihar,10,Muzaffarpur,208,Aspirational,Rural Development,0.0,2019,0.0
India,Bihar,10,Muzaffarpur,208,Aspirational,"Education, Differently Abled, livelihood",2.2,2020,0.26506024096385544
India,Bihar,10,Muzaffarpur,208,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.65,2020,0.0783132530120482
India,Bihar,10,Muzaffarpur,208,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2020,0.0
India,Bihar,10,Muzaffarpur,208,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",1.87,2020,0.22530120481927715
India,Bihar,10,Muzaffarpur,208,Aspirational,Heritage Art And Culture,0.0,2020,0.0
India,Bihar,10,Muzaffarpur,208,Aspirational,Others,0.0,2020,0.0
India,Bihar,10,Muzaffarpur,208,Aspirational,Rural Development,0.0,2020,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Education, Differently Abled, livelihood",0.11,2014,0.013253012048192772
India,Bihar,10,Nalanda,209,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2014,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.17,2014,0.020481927710843374
India,Bihar,10,Nalanda,209,Other than Aspirational,"Education, Differently Abled, livelihood",0.11,2015,0.013253012048192772
India,Bihar,10,Nalanda,209,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2015,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2015,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Education, Differently Abled, livelihood",1.59,2016,0.19156626506024096
India,Bihar,10,Nalanda,209,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2016,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2016,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Education, Differently Abled, livelihood",1.39,2017,0.16746987951807227
India,Bihar,10,Nalanda,209,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.08,2017,0.00963855421686747
India,Bihar,10,Nalanda,209,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.23,2017,0.027710843373493978
India,Bihar,10,Nawada,210,Aspirational,"Education, Differently Abled, livelihood",0.0,2016,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2018,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2018,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",1.07,2018,0.12891566265060242
India,Bihar,10,Nalanda,209,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2019,0.0
India,Bihar,10,Nalanda,209,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.2,2019,0.024096385542168676
India,Bihar,10,Nalanda,209,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.21,2019,0.02530120481927711
India,Bihar,10,Nalanda,209,Other than Aspirational,"Education, Differently Abled, livelihood",0.07,2020,0.008433734939759036
India,Bihar,10,Nalanda,209,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.5,2020,0.060240963855421686
India,Bihar,10,Nalanda,209,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.21,2020,0.02530120481927711
India,Bihar,10,Nawada,210,Aspirational,"Education, Differently Abled, livelihood",0.0,2014,0.0
India,Bihar,10,Nawada,210,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2014,0.0
India,Bihar,10,Nawada,210,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2014,0.0
India,Bihar,10,Nawada,210,Aspirational,"Education, Differently Abled, livelihood",0.0,2015,0.0
India,Bihar,10,Nawada,210,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2015,0.0
India,Bihar,10,Nawada,210,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2015,0.0
India,Bihar,10,Nawada,210,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2016,0.0
India,Bihar,10,Nawada,210,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2016,0.0
India,Bihar,10,Nawada,210,Aspirational,"Education, Differently Abled, livelihood",0.0,2017,0.0
India,Bihar,10,Nawada,210,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2017,0.0
India,Bihar,10,Nawada,210,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2017,0.0
India,Bihar,10,Nawada,210,Aspirational,"Education, Differently Abled, livelihood",0.1,2018,0.012048192771084338
India,Bihar,10,Nawada,210,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2018,0.0
India,Bihar,10,Nawada,210,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2018,0.0
India,Bihar,10,Nawada,210,Aspirational,"Education, Differently Abled, livelihood",0.11,2019,0.013253012048192772
India,Bihar,10,Nawada,210,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",2.01,2019,0.24216867469879516
India,Bihar,10,Nawada,210,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.01,2019,0.0012048192771084338
India,Bihar,10,Nawada,210,Aspirational,"Education, Differently Abled, livelihood",0.0,2020,0.0
India,Bihar,10,Nawada,210,Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2020,0.0
India,Bihar,10,Nawada,210,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2020,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Others,0.0,2019,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2014,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2014,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2015,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.05,2015,0.006024096385542169
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2015,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2016,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2016,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2016,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2017,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2017,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2017,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2018,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2018,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.08,2018,0.00963855421686747
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Education, Differently Abled, livelihood",0.03,2019,0.003614457831325301
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2019,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.29,2019,0.034939759036144574
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2020,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2020,0.0
India,Bihar,10,Pashchim Champaran,211,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.64,2020,0.07710843373493977
India,Bihar,10,Patna,212,Other than Aspirational,"Education, Differently Abled, livelihood",2.34,2014,0.2819277108433735
India,Bihar,10,Patna,212,Other than Aspirational,Encouraging Sports,0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.04,2014,0.004819277108433735
India,Bihar,10,Patna,212,Other than Aspirational,Heritage Art And Culture,0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Other Sectors (Technology Incubator And benefits To Armed Forces And Admin Overheads),0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Others,0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Rural Development,0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Slum Area Development,0.0,2014,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Rural Development,0.06,2019,0.007228915662650602
India,Bihar,10,Patna,212,Other than Aspirational,"Education, Differently Abled, livelihood",6.85,2015,0.8253012048192772
India,Bihar,10,Patna,212,Other than Aspirational,Encouraging Sports,1.42,2015,0.17108433734939757
India,Bihar,10,Patna,212,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.88,2015,0.10602409638554218
India,Bihar,10,Patna,212,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.86,2015,0.1036144578313253
India,Bihar,10,Patna,212,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",6.0,2015,0.7228915662650602
India,Bihar,10,Patna,212,Other than Aspirational,Heritage Art And Culture,0.0,2015,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Other Sectors (Technology Incubator And benefits To Armed Forces And Admin Overheads),0.75,2015,0.09036144578313253
India,Bihar,10,Patna,212,Other than Aspirational,Others,0.38,2015,0.04578313253012048
India,Bihar,10,Patna,212,Other than Aspirational,Rural Development,0.44,2015,0.05301204819277109
India,Bihar,10,Patna,212,Other than Aspirational,Slum Area Development,0.01,2015,0.0012048192771084338
India,Bihar,10,Patna,212,Other than Aspirational,"Education, Differently Abled, livelihood",1.0,2016,0.12048192771084337
India,Bihar,10,Patna,212,Other than Aspirational,Encouraging Sports,0.02,2016,0.0024096385542168677
India,Bihar,10,Patna,212,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2016,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.85,2016,0.10240963855421686
India,Bihar,10,Patna,212,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.24,2016,0.028915662650602407
India,Bihar,10,Patna,212,Other than Aspirational,Heritage Art And Culture,0.0,2016,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Other Sectors (Technology Incubator And benefits To Armed Forces And Admin Overheads),0.0,2016,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Others,0.26,2016,0.03132530120481928
India,Bihar,10,Patna,212,Other than Aspirational,Rural Development,0.0,2016,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Slum Area Development,0.0,2016,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Education, Differently Abled, livelihood",1.84,2017,0.22168674698795182
India,Bihar,10,Patna,212,Other than Aspirational,Encouraging Sports,0.0,2017,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2017,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",1.68,2017,0.20240963855421687
India,Bihar,10,Patna,212,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.17,2017,0.020481927710843374
India,Bihar,10,Patna,212,Other than Aspirational,Heritage Art And Culture,0.0,2017,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Other Sectors (Technology Incubator And benefits To Armed Forces And Admin Overheads),0.0,2017,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Others,0.0,2017,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Rural Development,0.0,2017,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Slum Area Development,0.0,2017,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Education, Differently Abled, livelihood",0.91,2018,0.10963855421686747
India,Bihar,10,Patna,212,Other than Aspirational,Encouraging Sports,0.37,2018,0.04457831325301205
India,Bihar,10,Patna,212,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",2.93,2018,0.3530120481927711
India,Bihar,10,Patna,212,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.14,2018,0.016867469879518072
India,Bihar,10,Patna,212,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",8.69,2018,1.046987951807229
India,Bihar,10,Patna,212,Other than Aspirational,Heritage Art And Culture,0.0,2018,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Other Sectors (Technology Incubator And benefits To Armed Forces And Admin Overheads),0.0,2018,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Others,0.0,2018,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Rural Development,1.42,2018,0.17108433734939757
India,Bihar,10,Patna,212,Other than Aspirational,Slum Area Development,0.0,2018,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Education, Differently Abled, livelihood",2.97,2019,0.3578313253012049
India,Bihar,10,Patna,212,Other than Aspirational,Encouraging Sports,0.07,2019,0.008433734939759036
India,Bihar,10,Patna,212,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.25,2019,0.030120481927710843
India,Bihar,10,Patna,212,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.38,2019,0.04578313253012048
India,Bihar,10,Patna,212,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",4.52,2019,0.544578313253012
India,Bihar,10,Patna,212,Other than Aspirational,Heritage Art And Culture,0.1,2019,0.012048192771084338
India,Bihar,10,Patna,212,Other than Aspirational,Other Sectors (Technology Incubator And benefits To Armed Forces And Admin Overheads),0.0,2019,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Slum Area Development,0.0,2019,0.0
India,Bihar,10,Patna,212,Other than Aspirational,"Education, Differently Abled, livelihood",5.54,2020,0.6674698795180722
India,Bihar,10,Patna,212,Other than Aspirational,Encouraging Sports,0.1,2020,0.012048192771084338
India,Bihar,10,Patna,212,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.34,2020,0.04096385542168675
India,Bihar,10,Patna,212,Other than Aspirational,"Gender Equality, Women Empowerment, Old Age Homes, Reducing Inequalities",0.53,2020,0.063855421686747
India,Bihar,10,Patna,212,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",8.57,2020,1.0325301204819277
India,Bihar,10,Patna,212,Other than Aspirational,Heritage Art And Culture,0.64,2020,0.07710843373493977
India,Bihar,10,Patna,212,Other than Aspirational,Other Sectors (Technology Incubator And benefits To Armed Forces And Admin Overheads),0.0,2020,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Others,0.0,2020,0.0
India,Bihar,10,Patna,212,Other than Aspirational,Rural Development,0.21,2020,0.02530120481927711
India,Bihar,10,Patna,212,Other than Aspirational,Slum Area Development,0.0,2020,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2014,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2014,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Others,0.0,2014,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Rural Development,0.0,2014,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2015,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.01,2015,0.0012048192771084338
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Others,0.01,2015,0.0012048192771084338
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Rural Development,0.0,2015,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2016,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2016,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Others,0.0,2016,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Rural Development,0.0,2016,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2017,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.11,2017,0.013253012048192772
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Others,0.0,2017,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Rural Development,0.0,2017,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Education, Differently Abled, livelihood",0.55,2018,0.06626506024096386
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.14,2018,0.016867469879518072
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Others,0.0,2018,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Rural Development,0.58,2018,0.06987951807228915
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2019,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.12,2019,0.014457831325301203
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Others,0.0,2019,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Rural Development,2.11,2019,0.2542168674698795
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2020,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.2,2020,0.024096385542168676
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Others,0.0,2020,0.0
India,Bihar,10,Purbi Champaran,213,Other than Aspirational,Rural Development,0.0,2020,0.0
India,Bihar,10,Purnia,214,Aspirational,"Education, Differently Abled, livelihood",0.0,2014,0.0
India,Bihar,10,Purnia,214,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2014,0.0
India,Bihar,10,Purnia,214,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2014,0.0
India,Bihar,10,Purnia,214,Aspirational,"Education, Differently Abled, livelihood",0.0,2015,0.0
India,Bihar,10,Purnia,214,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2015,0.0
India,Bihar,10,Purnia,214,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.36,2015,0.04337349397590361
India,Bihar,10,Purnia,214,Aspirational,"Education, Differently Abled, livelihood",0.0,2016,0.0
India,Bihar,10,Purnia,214,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2016,0.0
India,Bihar,10,Purnia,214,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.27,2016,0.032530120481927716
India,Bihar,10,Purnia,214,Aspirational,"Education, Differently Abled, livelihood",1.44,2017,0.17349397590361443
India,Bihar,10,Purnia,214,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.01,2017,0.0012048192771084338
India,Bihar,10,Purnia,214,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2017,0.0
India,Bihar,10,Purnia,214,Aspirational,"Education, Differently Abled, livelihood",0.15,2018,0.018072289156626505
India,Bihar,10,Purnia,214,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2018,0.0
India,Bihar,10,Purnia,214,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2018,0.0
India,Bihar,10,Purnia,214,Aspirational,"Education, Differently Abled, livelihood",0.0,2019,0.0
India,Bihar,10,Purnia,214,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2019,0.0
India,Bihar,10,Purnia,214,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2019,0.0
India,Bihar,10,Purnia,214,Aspirational,"Education, Differently Abled, livelihood",0.14,2020,0.016867469879518072
India,Bihar,10,Purnia,214,Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2020,0.0
India,Bihar,10,Purnia,214,Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2020,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2014,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2014,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2014,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2015,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2015,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2015,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2016,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2016,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2016,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2017,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2017,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2017,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Education, Differently Abled, livelihood",0.47,2018,0.05662650602409638
India,Bihar,10,Rohtas,215,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2018,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.09,2018,0.010843373493975902
India,Bihar,10,Rohtas,215,Other than Aspirational,"Education, Differently Abled, livelihood",0.08,2019,0.00963855421686747
India,Bihar,10,Rohtas,215,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2019,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2019,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Education, Differently Abled, livelihood",0.13,2020,0.01566265060240964
India,Bihar,10,Rohtas,215,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2020,0.0
India,Bihar,10,Rohtas,215,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.14,2020,0.016867469879518072
India,Bihar,10,Saharsa,216,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2014,0.0
India,Bihar,10,Saharsa,216,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2014,0.0
India,Bihar,10,Saharsa,216,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2014,0.0
India,Bihar,10,Saharsa,216,Other than Aspirational,"Education, Differently Abled, livelihood",0.77,2015,0.0927710843373494
India,Bihar,10,Saharsa,216,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.0,2015,0.0
India,Bihar,10,Saharsa,216,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2015,0.0
India,Bihar,10,Saharsa,216,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2016,0.0
India,Bihar,10,Saharsa,216,Other than Aspirational,"Environment, Animal Welfare, Conservation of Resources",0.33,2016,0.03975903614457832
India,Bihar,10,Saharsa,216,Other than Aspirational,"Health, Eradicating Hunger, Poverty and Malnutrition, Safe Drinking water, Sanitation",0.0,2016,0.0
India,Bihar,10,Saharsa,216,Other than Aspirational,"Education, Differently Abled, livelihood",0.0,2017,0.0
