state_name,year,type_of_institution,approved_intake,institutions,total_approved_institutions
NAGALAND,2016,PG,1.0,240.0,6.0
NAGALAND,2016,UG,4.0,300.0,6.0
NAGALAND,2017,Diploma,6.0,495.0,8.0
NAGALAND,2017,PG,1.0,60.0,8.0
NAGALAND,2017,UG,1.0,240.0,8.0
NAGALAND,2018,Diploma,9.0,585.0,13.0
NAGALAND,2018,PG,2.0,120.0,13.0
NAGALAND,2018,UG,2.0,540.0,13.0
NAGALAND,2019,Diploma,585.0,9.0,13.0
NAGALAND,2019,PG,120.0,2.0,13.0
NAGALAND,2019,UG,540.0,2.0,13.0
NAGALAND,2020,Diploma,525.0,9.0,12.0
NAGALAND,2020,PG,30.0,1.0,12.0
NAGALAND,2020,UG,180.0,2.0,12.0
NAGALAND,2021,Diploma,465.0,8.0,11.0
NAGALAND,2021,PG,30.0,1.0,11.0
NAGALAND,2021,UG,180.0,2.0,11.0
ODISHA,2012,Diploma,263.0,109.0,0.0
ODISHA,2012,UG+PG,34005.0,63367.0,0.0
ODISHA,2013,Diploma,37230.0,119.0,0.0
ODISHA,2013,UG+PG,64425.0,259.0,0.0
ODISHA,2014,Diploma,44840.0,142.0,0.0
ODISHA,2014,UG+PG,66729.0,253.0,0.0
ODISHA,2015,Diploma,46489.0,154.0,373.0
ODISHA,2015,UG+PG,65850.0,247.0,373.0
ODISHA,2016,Diploma,136.0,16102.0,302.0
ODISHA,2016,PG,113.0,47618.0,302.0
ODISHA,2016,UG,154.0,47265.0,302.0
ODISHA,2017,Diploma,159.0,47750.0,303.0
ODISHA,2017,PG,133.0,15312.0,303.0
ODISHA,2017,UG,111.0,45328.0,303.0
ODISHA,2018,Diploma,158.0,46321.0,301.0
ODISHA,2018,PG,131.0,15145.0,301.0
ODISHA,2018,UG,111.0,41985.0,301.0
ODISHA,2019,Diploma,46321.0,158.0,300.0
ODISHA,2019,PG,15059.0,130.0,300.0
ODISHA,2019,UG,41985.0,111.0,300.0
ODISHA,2020,Diploma,47684.0,172.0,316.0
ODISHA,2020,PG,19111.0,195.0,316.0
ODISHA,2020,UG,39393.0,113.0,316.0
ODISHA,2021,Diploma,47607.0,165.0,318.0
ODISHA,2021,PG,22851.0,149.0,318.0
ODISHA,2021,UG,40036.0,108.0,318.0
PUDUCHERRY,2012,Diploma,31.0,9.0,0.0
PUDUCHERRY,2012,UG+PG,2670.0,8188.0,0.0
PUDUCHERRY,2013,Diploma,2910.0,10.0,0.0
PUDUCHERRY,2013,UG+PG,9496.0,32.0,0.0
PUDUCHERRY,2014,Diploma,2850.0,10.0,0.0
PUDUCHERRY,2014,UG+PG,11038.0,35.0,0.0
PUDUCHERRY,2015,Diploma,2830.0,9.0,43.0
PUDUCHERRY,2015,UG+PG,10954.0,35.0,43.0
PUDUCHERRY,2016,Diploma,17.0,1937.0,31.0
PUDUCHERRY,2016,PG,20.0,9000.0,31.0
PUDUCHERRY,2016,UG,9.0,2402.0,31.0
PUDUCHERRY,2017,Diploma,9.0,2422.0,29.0
PUDUCHERRY,2017,PG,14.0,1733.0,29.0
PUDUCHERRY,2017,UG,19.0,8700.0,29.0
PUDUCHERRY,2018,Diploma,9.0,2422.0,751.0
PUDUCHERRY,2018,PG,13.0,1688.0,751.0
PUDUCHERRY,2018,UG,19.0,110303.0,751.0
PUDUCHERRY,2019,Diploma,2422.0,9.0,29.0
PUDUCHERRY,2019,PG,1688.0,13.0,29.0
PUDUCHERRY,2019,UG,8010.0,19.0,29.0
PUDUCHERRY,2020,Diploma,2392.0,9.0,27.0
PUDUCHERRY,2020,PG,1463.0,17.0,27.0
PUDUCHERRY,2020,UG,7683.0,18.0,27.0
PUDUCHERRY,2021,Diploma,2402.0,9.0,26.0
PUDUCHERRY,2021,PG,1495.0,9.0,26.0
PUDUCHERRY,2021,UG,7170.0,17.0,26.0
PUNJAB,2012,Diploma,351.0,187.0,0.0
PUNJAB,2012,UG+PG,63277.0,68612.0,0.0
PUNJAB,2013,Diploma,65417.0,201.0,0.0
PUNJAB,2013,UG+PG,72435.0,355.0,0.0
PUNJAB,2014,Diploma,68563.0,211.0,0.0
PUNJAB,2014,UG+PG,76011.0,356.0,0.0
PUNJAB,2015,Diploma,67767.0,212.0,520.0
PUNJAB,2015,UG+PG,72604.0,342.0,520.0
PUNJAB,2016,Diploma,183.0,20468.0,376.0
PUNJAB,2016,PG,144.0,47253.0,376.0
PUNJAB,2016,UG,195.0,67055.0,376.0
PUNJAB,2017,Diploma,206.0,65755.0,384.0
PUNJAB,2017,PG,180.0,19826.0,384.0
PUNJAB,2017,UG,143.0,44315.0,384.0
PUNJAB,2018,Diploma,222.0,56995.0,393.0
PUNJAB,2018,PG,168.0,16424.0,393.0
PUNJAB,2018,UG,147.0,39277.0,393.0
PUNJAB,2019,Diploma,56935.0,221.0,393.0
PUNJAB,2019,PG,16424.0,168.0,393.0
PUNJAB,2019,UG,39262.0,147.0,393.0
PUNJAB,2020,Diploma,39384.0,190.0,309.0
PUNJAB,2020,PG,13665.0,207.0,309.0
PUNJAB,2020,UG,31642.0,129.0,309.0
PUNJAB,2021,Diploma,34604.0,141.0,276.0
PUNJAB,2021,PG,13223.0,136.0,276.0
PUNJAB,2021,UG,30139.0,114.0,276.0
RAJASTHAN,2012,Diploma,374.0,221.0,0.0
RAJASTHAN,2012,UG+PG,51830.0,86950.0,0.0
RAJASTHAN,2013,Diploma,58965.0,244.0,0.0
RAJASTHAN,2013,UG+PG,89797.0,359.0,0.0
RAJASTHAN,2014,Diploma,65035.0,264.0,0.0
RAJASTHAN,2014,UG+PG,89820.0,341.0,0.0
RAJASTHAN,2015,Diploma,63815.0,262.0,539.0
RAJASTHAN,2015,UG+PG,82958.0,323.0,539.0
RAJASTHAN,2016,Diploma,152.0,15606.0,417.0
RAJASTHAN,2016,PG,161.0,60223.0,417.0
RAJASTHAN,2016,UG,233.0,58455.0,417.0
RAJASTHAN,2017,Diploma,226.0,53250.0,402.0
RAJASTHAN,2017,PG,138.0,13905.0,402.0
RAJASTHAN,2017,UG,161.0,56429.0,402.0
RAJASTHAN,2018,Diploma,206.0,41395.0,372.0
RAJASTHAN,2018,PG,135.0,13342.0,372.0
RAJASTHAN,2018,UG,155.0,48473.0,372.0
RAJASTHAN,2019,Diploma,41335.0,205.0,371.0
RAJASTHAN,2019,PG,13342.0,135.0,371.0
RAJASTHAN,2019,UG,48563.0,154.0,371.0
RAJASTHAN,2020,Diploma,33810.0,168.0,313.0
RAJASTHAN,2020,PG,11629.0,165.0,313.0
RAJASTHAN,2020,UG,38771.0,131.0,313.0
RAJASTHAN,2021,Diploma,32652.0,147.0,297.0
RAJASTHAN,2021,PG,11823.0,112.0,297.0
RAJASTHAN,2021,UG,37209.0,117.0,297.0
SIKKIM,2012,Diploma,4.0,2.0,0.0
SIKKIM,2012,UG+PG,405.0,999.0,0.0
SIKKIM,2013,Diploma,405.0,2.0,0.0
SIKKIM,2013,UG+PG,1035.0,4.0,0.0
SIKKIM,2014,Diploma,405.0,2.0,0.0
SIKKIM,2014,UG+PG,1155.0,4.0,0.0
SIKKIM,2015,Diploma,405.0,2.0,6.0
SIKKIM,2015,UG+PG,1149.0,4.0,6.0
SIKKIM,2016,Diploma,2.0,249.0,5.0
SIKKIM,2016,PG,2.0,840.0,5.0
SIKKIM,2016,UG,3.0,465.0,5.0
SIKKIM,2017,Diploma,3.0,510.0,5.0
SIKKIM,2017,PG,2.0,234.0,5.0
SIKKIM,2017,UG,2.0,840.0,5.0
SIKKIM,2018,Diploma,3.0,570.0,7.0
SIKKIM,2018,PG,2.0,234.0,7.0
SIKKIM,2018,UG,4.0,800.0,7.0
SIKKIM,2019,Diploma,570.0,3.0,7.0
SIKKIM,2019,PG,234.0,2.0,7.0
SIKKIM,2019,UG,800.0,4.0,7.0
SIKKIM,2020,Diploma,525.0,2.0,6.0
SIKKIM,2020,PG,225.0,4.0,6.0
SIKKIM,2020,UG,840.0,4.0,6.0
SIKKIM,2021,Diploma,525.0,2.0,6.0
SIKKIM,2021,PG,216.0,2.0,6.0
SIKKIM,2021,UG,840.0,4.0,6.0
TAMIL NADU,2012,Diploma,1283.0,481.0,0.0
TAMIL NADU,2012,UG+PG,188699.0,343301.0,0.0
TAMIL NADU,2013,Diploma,204029.0,491.0,0.0
TAMIL NADU,2013,UG+PG,374694.0,1279.0,0.0
TAMIL NADU,2014,Diploma,211893.0,497.0,0.0
TAMIL NADU,2014,UG+PG,384621.0,1227.0,0.0
TAMIL NADU,2015,Diploma,215223.0,515.0,1688.0
TAMIL NADU,2015,UG+PG,374122.0,1185.0,1688.0
TAMIL NADU,2016,Diploma,713.0,81685.0,1344.0
TAMIL NADU,2016,PG,570.0,283025.0,1344.0
TAMIL NADU,2016,UG,513.0,213065.0,1344.0
TAMIL NADU,2017,Diploma,511.0,208786.0,1340.0
TAMIL NADU,2017,PG,701.0,78285.0,1340.0
TAMIL NADU,2017,UG,575.0,273439.0,1340.0
TAMIL NADU,2018,Diploma,502.0,198874.0,384.0
TAMIL NADU,2018,PG,704.0,86242.0,384.0
TAMIL NADU,2018,UG,595.0,60195.0,384.0
TAMIL NADU,2019,Diploma,198784.0,501.0,1334.0
TAMIL NADU,2019,PG,86212.0,704.0,1334.0
TAMIL NADU,2019,UG,304138.0,593.0,1334.0
TAMIL NADU,2020,Diploma,184371.0,501.0,1243.0
TAMIL NADU,2020,PG,71671.0,911.0,1243.0
TAMIL NADU,2020,UG,268144.0,547.0,1243.0
TAMIL NADU,2021,Diploma,178498.0,486.0,1203.0
TAMIL NADU,2021,PG,68740.0,603.0,1203.0
TAMIL NADU,2021,UG,252812.0,499.0,1203.0
TELANGANA,2012,Diploma,1010.205524997719,178.36893948136705,0.0
TELANGANA,2012,UG+PG,41012.440609288795,245367.37563352013,0.0
TELANGANA,2013,Diploma,50821.0768845739,210.64916518797173,0.0
TELANGANA,2013,UG+PG,249359.7773949511,919.5725835907135,0.0
TELANGANA,2014,Diploma,62940.0,263.0,0.0
TELANGANA,2014,UG+PG,353056.0,1097.0,0.0
TELANGANA,2015,Diploma,62040.0,261.0,1101.0
TELANGANA,2015,UG+PG,299102.0,999.0,1101.0
TELANGANA,2016,Diploma,623.0,111260.0,752.0
TELANGANA,2016,PG,420.0,155743.0,752.0
TELANGANA,2016,UG,236.0,59590.0,752.0
TELANGANA,2017,Diploma,215.0,54370.0,701.0
TELANGANA,2017,PG,576.0,98411.0,701.0
TELANGANA,2017,UG,387.0,142241.0,701.0
TELANGANA,2018,Diploma,203.0,52429.0,669.0
TELANGANA,2018,PG,545.0,86841.0,669.0
TELANGANA,2018,UG,363.0,130548.0,669.0
TELANGANA,2019,Diploma,52429.0,203.0,669.0
TELANGANA,2019,PG,86801.0,545.0,669.0
TELANGANA,2019,UG,130548.0,363.0,669.0
TELANGANA,2020,Diploma,42075.0,165.0,559.0
TELANGANA,2020,PG,70354.0,575.0,559.0
TELANGANA,2020,UG,119188.0,289.0,559.0
TELANGANA,2021,Diploma,38317.0,139.0,511.0
TELANGANA,2021,PG,65752.0,398.0,511.0
TELANGANA,2021,UG,117093.0,238.0,511.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2012,Diploma,2.0,11.0,0.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2012,UG+PG,690.0,246.0,0.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2013,Diploma,690.0,2.0,0.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2013,UG+PG,246.0,2.0,0.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2014,Diploma,690.0,2.0,0.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2014,UG+PG,246.0,2.0,0.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2015,Diploma,870.0,3.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2015,UG+PG,246.0,2.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2016,Diploma,2.0,186.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2016,PG,1.0,60.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2016,UG,3.0,870.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017,Diploma,3.0,990.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017,PG,2.0,150.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2017,UG,1.0,60.0,5.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2018,Diploma,3.0,930.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2018,PG,2.0,90.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2018,UG,2.0,240.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2019,Diploma,930.0,3.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2019,PG,90.0,2.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2019,UG,240.0,2.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2020,Diploma,1050.0,3.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2020,PG,90.0,2.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2020,UG,360.0,2.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2021,Diploma,1026.0,3.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2021,PG,96.0,2.0,6.0
THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,2021,UG,360.0,2.0,6.0
TRIPURA,2012,Diploma,1.0,4.0,0.0
TRIPURA,2012,UG+PG,490.0,300.0,0.0
TRIPURA,2013,Diploma,490.0,4.0,0.0
TRIPURA,2013,UG+PG,300.0,1.0,0.0
TRIPURA,2014,Diploma,850.0,6.0,0.0
TRIPURA,2014,UG+PG,630.0,3.0,0.0
TRIPURA,2015,Diploma,970.0,8.0,18.0
TRIPURA,2015,UG+PG,1350.0,12.0,18.0
TRIPURA,2016,Diploma,3.0,180.0,12.0
TRIPURA,2016,PG,3.0,630.0,12.0
TRIPURA,2016,UG,6.0,1030.0,12.0
TRIPURA,2017,Diploma,7.0,1150.0,13.0
TRIPURA,2017,PG,3.0,180.0,13.0
TRIPURA,2017,UG,3.0,630.0,13.0
TRIPURA,2018,Diploma,7.0,1150.0,13.0
TRIPURA,2018,PG,3.0,180.0,13.0
TRIPURA,2018,UG,3.0,623.0,13.0
TRIPURA,2019,Diploma,1150.0,7.0,13.0
TRIPURA,2019,PG,180.0,3.0,13.0
TRIPURA,2019,UG,623.0,3.0,13.0
TRIPURA,2020,Diploma,1330.0,10.0,14.0
TRIPURA,2020,PG,261.0,4.0,14.0
TRIPURA,2020,UG,660.0,3.0,14.0
TRIPURA,2021,Diploma,1630.0,10.0,14.0
TRIPURA,2021,PG,294.0,5.0,14.0
TRIPURA,2021,UG,660.0,3.0,14.0
UTTAR PRADESH,2012,Diploma,1180.0,353.0,0.0
UTTAR PRADESH,2012,UG+PG,93340.0,246435.0,0.0
UTTAR PRADESH,2013,Diploma,112468.0,413.0,0.0
UTTAR PRADESH,2013,UG+PG,261277.0,1164.0,0.0
UTTAR PRADESH,2014,Diploma,133146.0,475.0,0.0
UTTAR PRADESH,2014,UG+PG,262930.0,1126.0,0.0
UTTAR PRADESH,2015,Diploma,135942.0,489.0,1436.0
UTTAR PRADESH,2015,UG+PG,258442.0,1118.0,1436.0
UTTAR PRADESH,2016,Diploma,649.0,91141.0,1131.0
UTTAR PRADESH,2016,PG,417.0,156033.0,1131.0
UTTAR PRADESH,2016,UG,512.0,144863.0,1131.0
UTTAR PRADESH,2017,Diploma,567.0,146630.0,1165.0
UTTAR PRADESH,2017,PG,626.0,85700.0,1165.0
UTTAR PRADESH,2017,UG,413.0,138732.0,1165.0
UTTAR PRADESH,2018,Diploma,757.0,152160.0,1266.0
UTTAR PRADESH,2018,PG,543.0,70936.0,1266.0
UTTAR PRADESH,2018,UG,421.0,118884.0,1266.0
UTTAR PRADESH,2019,Diploma,152100.0,753.0,1261.0
UTTAR PRADESH,2019,PG,70574.0,539.0,1261.0
UTTAR PRADESH,2019,UG,118844.0,418.0,1261.0
UTTAR PRADESH,2020,Diploma,139963.0,733.0,1122.0
UTTAR PRADESH,2020,PG,52112.0,600.0,1122.0
UTTAR PRADESH,2020,UG,104731.0,431.0,1122.0
UTTAR PRADESH,2021,Diploma,126011.0,543.0,925.0
UTTAR PRADESH,2021,PG,49697.0,432.0,925.0
UTTAR PRADESH,2021,UG,92246.0,297.0,925.0
UTTARAKHAND,2012,Diploma,280.0,188.0,0.0
UTTARAKHAND,2012,UG+PG,28346.0,50978.0,0.0
UTTARAKHAND,2013,Diploma,17173.0,106.0,0.0
UTTARAKHAND,2013,UG+PG,26761.0,139.0,0.0
UTTARAKHAND,2014,Diploma,19053.0,109.0,0.0
UTTARAKHAND,2014,UG+PG,24197.0,125.0,0.0
UTTARAKHAND,2015,Diploma,19233.0,109.0,204.0
UTTARAKHAND,2015,UG+PG,22734.0,116.0,204.0
UTTARAKHAND,2016,Diploma,75.0,7781.0,183.0
UTTARAKHAND,2016,PG,51.0,13691.0,183.0
UTTARAKHAND,2016,UG,113.0,20913.0,183.0
UTTARAKHAND,2017,Diploma,130.0,21013.0,198.0
UTTARAKHAND,2017,PG,73.0,7043.0,198.0
UTTARAKHAND,2017,UG,50.0,12686.0,198.0
UTTARAKHAND,2018,Diploma,136.0,20183.0,194.0
UTTARAKHAND,2018,PG,66.0,6340.0,194.0
UTTARAKHAND,2018,UG,48.0,11795.0,194.0
UTTARAKHAND,2019,Diploma,20143.0,136.0,194.0
UTTARAKHAND,2019,PG,6380.0,67.0,194.0
UTTARAKHAND,2019,UG,11795.0,48.0,194.0
UTTARAKHAND,2020,Diploma,15797.0,151.0,187.0
UTTARAKHAND,2020,PG,5670.0,76.0,187.0
UTTARAKHAND,2020,UG,10648.0,54.0,187.0
UTTARAKHAND,2021,Diploma,13537.0,120.0,178.0
UTTARAKHAND,2021,PG,5321.0,57.0,178.0
UTTARAKHAND,2021,UG,10648.0,52.0,178.0
WEST BENGAL,2012,Diploma,211.0,100.0,0.0
WEST BENGAL,2012,UG+PG,22880.0,48574.0,0.0
WEST BENGAL,2013,Diploma,26360.0,108.0,0.0
WEST BENGAL,2013,UG+PG,50742.0,211.0,0.0
WEST BENGAL,2014,Diploma,32690.0,132.0,0.0
WEST BENGAL,2014,UG+PG,54556.0,212.0,0.0
WEST BENGAL,2015,Diploma,34902.0,143.0,327.0
WEST BENGAL,2015,UG+PG,53584.0,210.0,327.0
WEST BENGAL,2016,Diploma,108.0,11945.0,278.0
WEST BENGAL,2016,PG,105.0,39282.0,278.0
WEST BENGAL,2016,UG,156.0,39260.0,278.0
WEST BENGAL,2017,Diploma,163.0,40058.0,286.0
WEST BENGAL,2017,PG,107.0,11176.0,286.0
WEST BENGAL,2017,UG,108.0,38448.0,286.0
WEST BENGAL,2018,Diploma,165.0,40170.0,286.0
WEST BENGAL,2018,PG,104.0,10474.0,286.0
WEST BENGAL,2018,UG,111.0,38598.0,286.0
WEST BENGAL,2019,Diploma,40170.0,165.0,286.0
WEST BENGAL,2019,PG,10474.0,104.0,286.0
WEST BENGAL,2019,UG,38598.0,111.0,286.0
WEST BENGAL,2020,Diploma,41690.0,206.0,302.0
WEST BENGAL,2020,PG,9820.0,134.0,302.0
WEST BENGAL,2020,UG,37720.0,130.0,302.0
WEST BENGAL,2021,Diploma,40209.0,184.0,287.0
WEST BENGAL,2021,PG,9823.0,97.0,287.0
WEST BENGAL,2021,UG,36679.0,112.0,287.0
